nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid,dataset,seed,n_nodes,elapsed_bsaf_creation,elapsed_model_solution,is_converged,fact_ranking_method,model_ranking_method,aba_elapsed,ranking_elapsed,num_edges_est,best_model,best_I
3,1.0,0.0,0.5,0.0,0.0,,4.0,16.0,cancer,4447,5,12.333260297775269,0.9148898124694824,True,original,arrows_mean,0.6763300895690918,0.001207590103149414,3,"frozenset({(1, 0), (4, 0), (0, 3)})",0.5001287088946318
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,4447,5,12.333260297775269,0.9148898124694824,True,refined_indep_facts,original,0.02271103858947754,0.014984130859375,1,"frozenset({(3, 0)})",3.1883369737606486
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,4447,5,12.333260297775269,0.9148898124694824,True,refined_indep_facts,refined_indep_facts,0.02271103858947754,0.011877775192260742,1,"frozenset({(3, 0)})",3.574059669262008
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,4447,5,12.333260297775269,0.9148898124694824,True,refined_indep_facts,arrows_sum,0.02271103858947754,0.007597208023071289,1,"frozenset({(3, 0)})",0.5006727051374803
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,4447,5,12.333260297775269,0.9148898124694824,True,refined_indep_facts,arrows_mean,0.02271103858947754,0.0074880123138427734,1,"frozenset({(3, 0)})",0.5006727051374803
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,2415,5,12.333260297775269,0.9166872501373291,True,original,original,0.6605713367462158,0.051439523696899414,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",20.891249902351056
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,2415,5,12.333260297775269,0.9166872501373291,True,original,refined_indep_facts,0.6605713367462158,0.03384518623352051,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",2.3582417166443244
6,0.6667,0.5,0.6667,0.3333,0.5,0.4,4.0,9.0,cancer,2415,5,12.333260297775269,0.9166872501373291,True,original,arrows_sum,0.6605713367462158,0.020548343658447266,6,"frozenset({(4, 0), (2, 0), (1, 4), (3, 0), (2, 3), (1, 0)})",3.0803265395127033
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,2415,5,12.333260297775269,0.9166872501373291,True,original,arrows_mean,0.6605713367462158,0.01966714859008789,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",0.5198168637898277
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,2415,5,12.333260297775269,0.9166872501373291,True,refined_indep_facts,original,0.022597551345825195,0.02150893211364746,1,"frozenset({(3, 0)})",-2.1488042801707117
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,2415,5,12.333260297775269,0.9166872501373291,True,refined_indep_facts,refined_indep_facts,0.022597551345825195,0.015463113784790039,1,"frozenset({(3, 0)})",4.552538990367848
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,2415,5,12.333260297775269,0.9166872501373291,True,refined_indep_facts,arrows_sum,0.022597551345825195,0.009549140930175781,1,"frozenset({(2, 0)})",0.5198234054677797
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,2415,5,12.333260297775269,0.9166872501373291,True,refined_indep_facts,arrows_mean,0.022597551345825195,0.009690046310424805,1,"frozenset({(2, 0)})",0.5198234054677797
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,3595,5,12.333260297775269,0.9188640117645264,True,original,original,0.6673338413238525,0.0648658275604248,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",21.78766985455563
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,3595,5,12.333260297775269,0.9188640117645264,True,original,refined_indep_facts,0.6673338413238525,0.04418134689331055,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",2.2915761296903474
6,0.6667,0.5,0.6667,0.3333,0.5,0.4,4.0,8.0,cancer,3595,5,12.333260297775269,0.9188640117645264,True,original,arrows_sum,0.6673338413238525,0.027064800262451172,6,"frozenset({(4, 0), (2, 1), (2, 0), (3, 0), (1, 0), (4, 1)})",3.07931907789643
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,3595,5,12.333260297775269,0.9188640117645264,True,original,arrows_mean,0.6673338413238525,0.026392698287963867,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",0.516700801614922
2,1.0,0.0,0.3333,0.0,0.0,,4.0,12.0,cancer,3595,5,12.333260297775269,0.9188640117645264,True,refined_indep_facts,original,0.023349523544311523,0.02602672576904297,2,"frozenset({(1, 0), (4, 0)})",7.617804840528178
2,1.0,0.0,0.3333,0.0,0.0,,4.0,12.0,cancer,3595,5,12.333260297775269,0.9188640117645264,True,refined_indep_facts,refined_indep_facts,0.023349523544311523,0.017839431762695312,2,"frozenset({(1, 0), (4, 0)})",4.066555948335921
2,1.0,0.0,0.3333,0.0,0.0,,4.0,12.0,cancer,3595,5,12.333260297775269,0.9188640117645264,True,refined_indep_facts,arrows_sum,0.023349523544311523,0.011186838150024414,2,"frozenset({(1, 0), (4, 0)})",1.0334033432384502
1,1.0,0.0,0.1667,0.0,0.0,,4.0,11.0,cancer,3595,5,12.333260297775269,0.9188640117645264,True,refined_indep_facts,arrows_mean,0.023349523544311523,0.010925531387329102,1,"frozenset({(4, 0)})",0.5167071292807884
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,4187,5,12.333260297775269,0.9140360355377197,True,original,original,0.5263917446136475,0.0248568058013916,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",20.89573519146757
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,4187,5,12.333260297775269,0.9140360355377197,True,original,refined_indep_facts,0.5263917446136475,0.01617908477783203,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",2.425949819717214
6,0.6667,0.5,0.6667,0.3333,0.5,0.4,4.0,8.0,cancer,4187,5,12.333260297775269,0.9140360355377197,True,original,arrows_sum,0.5263917446136475,0.009854316711425781,6,"frozenset({(2, 4), (4, 0), (3, 4), (2, 0), (3, 0), (1, 0)})",3.0791261752456185
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,4187,5,12.333260297775269,0.9140360355377197,True,original,arrows_mean,0.5263917446136475,0.009753704071044922,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",0.5200650064343064
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,4187,5,12.333260297775269,0.9140360355377197,True,refined_indep_facts,original,0.02300715446472168,0.021981477737426758,1,"frozenset({(3, 0)})",-1.8602290812032227
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,4187,5,12.333260297775269,0.9140360355377197,True,refined_indep_facts,refined_indep_facts,0.02300715446472168,0.015263557434082031,1,"frozenset({(3, 0)})",4.625855474848164
1,1.0,0.0,0.1667,0.0,0.0,,4.0,11.0,cancer,4187,5,12.333260297775269,0.9140360355377197,True,refined_indep_facts,arrows_sum,0.02300715446472168,0.009367704391479492,1,"frozenset({(1, 0)})",0.5200728975225167
1,1.0,0.0,0.1667,0.0,0.0,,4.0,11.0,cancer,4187,5,12.333260297775269,0.9140360355377197,True,refined_indep_facts,arrows_mean,0.02300715446472168,0.00951695442199707,1,"frozenset({(1, 0)})",0.5200728975225167
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,4135,5,12.333260297775269,0.9088823795318604,True,original,original,0.8209803104400635,0.04956483840942383,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",20.71753816457358
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,4135,5,12.333260297775269,0.9088823795318604,True,original,refined_indep_facts,0.8209803104400635,0.03266477584838867,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",2.3197121090779316
6,0.6667,0.5,0.6667,0.3333,0.5,0.4,4.0,9.0,cancer,4135,5,12.333260297775269,0.9088823795318604,True,original,arrows_sum,0.8209803104400635,0.020077943801879883,6,"frozenset({(4, 0), (2, 0), (1, 4), (3, 0), (1, 0), (3, 2)})",3.10067721367367
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,4135,5,12.333260297775269,0.9088823795318604,True,original,arrows_mean,0.8209803104400635,0.019939899444580078,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",0.5246579955622181
1,1.0,0.0,0.1667,0.0,0.0,,4.0,11.0,cancer,4135,5,12.333260297775269,0.9088823795318604,True,refined_indep_facts,original,0.022831439971923828,0.021602630615234375,1,"frozenset({(4, 0)})",-2.343780215536154
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,4135,5,12.333260297775269,0.9088823795318604,True,refined_indep_facts,refined_indep_facts,0.022831439971923828,0.015360355377197266,1,"frozenset({(3, 0)})",4.483842282777334
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,4135,5,12.333260297775269,0.9088823795318604,True,refined_indep_facts,arrows_sum,0.022831439971923828,0.009699106216430664,1,"frozenset({(3, 0)})",0.5246603424272156
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,4135,5,12.333260297775269,0.9088823795318604,True,refined_indep_facts,arrows_mean,0.022831439971923828,0.009700536727905273,1,"frozenset({(3, 0)})",0.5246603424272156
4,0.75,0.25,0.5,0.25,0.25,0.25,3.0,15.0,cancer,5174,5,12.333260297775269,0.9105856418609619,True,original,original,0.6217081546783447,0.05452704429626465,4,"frozenset({(1, 0), (4, 0), (2, 0), (0, 3)})",22.68380183081321
4,0.75,0.25,0.5,0.25,0.25,0.25,3.0,15.0,cancer,5174,5,12.333260297775269,0.9105856418609619,True,original,refined_indep_facts,0.6217081546783447,0.037062644958496094,4,"frozenset({(1, 0), (4, 0), (2, 0), (0, 3)})",2.128930387438825
7,0.7143,0.5,0.8333,0.2857,0.5,0.3636,5.0,10.0,cancer,5174,5,12.333260297775269,0.9105856418609619,True,original,arrows_sum,0.6217081546783447,0.021411895751953125,7,"frozenset({(0, 1), (4, 0), (2, 1), (3, 1), (0, 3), (2, 0), (4, 1)})",3.5048764039522617
4,0.75,0.25,0.5,0.25,0.25,0.25,3.0,15.0,cancer,5174,5,12.333260297775269,0.9105856418609619,True,original,arrows_mean,0.6217081546783447,0.0222628116607666,4,"frozenset({(1, 0), (4, 0), (2, 0), (0, 3)})",0.5067957536756704
2,1.0,0.0,0.3333,0.0,0.0,,4.0,15.0,cancer,5174,5,12.333260297775269,0.9105856418609619,True,refined_indep_facts,original,0.022902727127075195,0.03419208526611328,2,"frozenset({(4, 0), (0, 3)})",6.348010596060629
2,0.5,0.25,0.1667,0.5,0.25,0.3333,3.0,10.0,cancer,5174,5,12.333260297775269,0.9105856418609619,True,refined_indep_facts,refined_indep_facts,0.022902727127075195,0.021696805953979492,2,"frozenset({(1, 0), (2, 0)})",3.520362882181043
2,0.5,0.25,0.1667,0.5,0.25,0.3333,3.0,10.0,cancer,5174,5,12.333260297775269,0.9105856418609619,True,refined_indep_facts,arrows_sum,0.022902727127075195,0.013947486877441406,2,"frozenset({(1, 0), (2, 0)})",1.0271830147026817
2,0.5,0.25,0.1667,0.5,0.25,0.3333,3.0,10.0,cancer,5174,5,12.333260297775269,0.9105856418609619,True,refined_indep_facts,arrows_mean,0.022902727127075195,0.014045953750610352,2,"frozenset({(1, 0), (2, 0)})",0.5135915073513408
4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,cancer,5303,5,12.333260297775269,0.9164977073669434,True,original,original,0.6986083984375,0.36446571350097656,4,"frozenset({(0, 1), (4, 0), (2, 0), (3, 0)})",21.03789936927707
4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,cancer,5303,5,12.333260297775269,0.9164977073669434,True,original,refined_indep_facts,0.6986083984375,0.263669490814209,4,"frozenset({(0, 1), (4, 0), (2, 0), (3, 0)})",2.2285885431367936
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,11.0,cancer,5303,5,12.333260297775269,0.9164977073669434,True,original,arrows_sum,0.6986083984375,0.1494607925415039,8,"frozenset({(4, 0), (2, 1), (4, 3), (3, 1), (2, 0), (3, 0), (1, 0), (4, 1)})",4.066659354709011
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,5303,5,12.333260297775269,0.9164977073669434,True,original,arrows_mean,0.6986083984375,0.15060687065124512,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",0.5122728155323917
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,2.0,cancer,5303,5,12.333260297775269,0.9164977073669434,True,refined_indep_facts,original,0.024871110916137695,0.029314279556274414,2,"frozenset({(0, 1), (0, 4)})",7.796147776846948
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,5303,5,12.333260297775269,0.9164977073669434,True,refined_indep_facts,refined_indep_facts,0.024871110916137695,0.020226240158081055,1,"frozenset({(3, 0)})",4.088415875126397
2,0.5,0.25,0.1667,0.5,0.25,0.3333,3.0,7.0,cancer,5303,5,12.333260297775269,0.9164977073669434,True,refined_indep_facts,arrows_sum,0.024871110916137695,0.01297616958618164,2,"frozenset({(0, 1), (4, 0)})",1.0
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,5303,5,12.333260297775269,0.9164977073669434,True,refined_indep_facts,arrows_mean,0.024871110916137695,0.013082504272460938,1,"frozenset({(3, 0)})",0.5122822179237476
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,cancer,3942,5,12.333260297775269,0.9100315570831299,True,original,original,1.0634543895721436,0.9245479106903076,5,"frozenset({(0, 1), (2, 4), (0, 4), (2, 0), (3, 0)})",22.72217768265889
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,cancer,3942,5,12.333260297775269,0.9100315570831299,True,original,refined_indep_facts,1.0634543895721436,0.6333363056182861,5,"frozenset({(0, 1), (2, 4), (0, 4), (2, 0), (3, 0)})",2.215220115696657
9,0.7778,0.5,1.1667,0.2222,0.5,0.3077,7.0,5.0,cancer,3942,5,12.333260297775269,0.9100315570831299,True,original,arrows_sum,1.0634543895721436,0.35177087783813477,9,"frozenset({(2, 4), (4, 0), (2, 1), (3, 4), (3, 1), (2, 0), (3, 0), (1, 0), (4, 1)})",4.500064584751051
6,0.6667,0.5,0.6667,0.3333,0.5,0.4,5.0,4.0,cancer,3942,5,12.333260297775269,0.9100315570831299,True,original,arrows_mean,1.0634543895721436,0.35021018981933594,6,"frozenset({(0, 4), (2, 1), (3, 4), (3, 1), (3, 0), (1, 0)})",0.500010636048088
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,4.0,10.0,cancer,3942,5,12.333260297775269,0.9100315570831299,True,refined_indep_facts,original,0.02684640884399414,0.10495829582214355,3,"frozenset({(0, 2), (0, 4), (2, 4)})",7.9662251854816155
2,1.0,0.0,0.3333,0.0,0.0,,5.0,13.0,cancer,3942,5,12.333260297775269,0.9100315570831299,True,refined_indep_facts,refined_indep_facts,0.02684640884399414,0.07548403739929199,2,"frozenset({(0, 2), (2, 4)})",4.921516751543805
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,4.0,10.0,cancer,3942,5,12.333260297775269,0.9100315570831299,True,refined_indep_facts,arrows_sum,0.02684640884399414,0.04161882400512695,3,"frozenset({(0, 2), (0, 4), (2, 4)})",1.5
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,3942,5,12.333260297775269,0.9100315570831299,True,refined_indep_facts,arrows_mean,0.02684640884399414,0.04187655448913574,1,"frozenset({(3, 0)})",0.5000221925182525
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,2778,5,12.333260297775269,0.9102072715759277,True,original,original,0.5492730140686035,0.04030895233154297,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",20.33784025746439
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,2778,5,12.333260297775269,0.9102072715759277,True,original,refined_indep_facts,0.5492730140686035,0.028129100799560547,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",2.3862960516456266
6,0.6667,0.5,0.6667,0.3333,0.5,0.4,4.0,18.0,cancer,2778,5,12.333260297775269,0.9102072715759277,True,original,arrows_sum,0.5492730140686035,0.015989303588867188,6,"frozenset({(4, 0), (1, 2), (4, 3), (2, 0), (3, 0), (1, 0)})",3.073381972372208
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,2778,5,12.333260297775269,0.9102072715759277,True,original,arrows_mean,0.5492730140686035,0.015951871871948242,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",0.5179814057798706
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,2778,5,12.333260297775269,0.9102072715759277,True,refined_indep_facts,original,0.023986101150512695,0.021747827529907227,1,"frozenset({(3, 0)})",-1.4555470792080487
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,2778,5,12.333260297775269,0.9102072715759277,True,refined_indep_facts,refined_indep_facts,0.023986101150512695,0.015940189361572266,1,"frozenset({(3, 0)})",4.579220805265659
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,2778,5,12.333260297775269,0.9102072715759277,True,refined_indep_facts,arrows_sum,0.023986101150512695,0.009886503219604492,1,"frozenset({(3, 0)})",0.5179884883942945
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,2778,5,12.333260297775269,0.9102072715759277,True,refined_indep_facts,arrows_mean,0.023986101150512695,0.009491205215454102,1,"frozenset({(3, 0)})",0.5179884883942945
3,1.0,0.0,0.5,0.0,0.0,,4.0,16.0,cancer,2804,5,12.333260297775269,0.9112594127655029,True,original,original,0.3174712657928467,0.0026760101318359375,3,"frozenset({(1, 0), (4, 0), (0, 3)})",12.267178466545886
3,1.0,0.0,0.5,0.0,0.0,,4.0,16.0,cancer,2804,5,12.333260297775269,0.9112594127655029,True,original,refined_indep_facts,0.3174712657928467,0.0018346309661865234,3,"frozenset({(1, 0), (4, 0), (0, 3)})",2.782464408545928
3,1.0,0.0,0.5,0.0,0.0,,4.0,16.0,cancer,2804,5,12.333260297775269,0.9112594127655029,True,original,arrows_sum,0.3174712657928467,0.0010967254638671875,3,"frozenset({(1, 0), (4, 0), (0, 3)})",1.5008796572542178
3,1.0,0.0,0.5,0.0,0.0,,4.0,16.0,cancer,2804,5,12.333260297775269,0.9112594127655029,True,original,arrows_mean,0.3174712657928467,0.0011823177337646484,3,"frozenset({(1, 0), (4, 0), (0, 3)})",0.5002932190847392
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,2804,5,12.333260297775269,0.9112594127655029,True,refined_indep_facts,original,0.021831274032592773,0.014116287231445312,1,"frozenset({(3, 0)})",3.766089801747905
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,2804,5,12.333260297775269,0.9112594127655029,True,refined_indep_facts,refined_indep_facts,0.021831274032592773,0.011806726455688477,1,"frozenset({(3, 0)})",3.809296597172054
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,2804,5,12.333260297775269,0.9112594127655029,True,refined_indep_facts,arrows_sum,0.021831274032592773,0.007542848587036133,1,"frozenset({(3, 0)})",0.5010886993098205
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,2804,5,12.333260297775269,0.9112594127655029,True,refined_indep_facts,arrows_mean,0.021831274032592773,0.0076749324798583984,1,"frozenset({(3, 0)})",0.5010886993098205
5,0.6,0.5,0.5,0.4,0.5,0.4444,3.0,9.0,cancer,2145,5,12.333260297775269,0.9163656234741211,True,original,original,0.7271535396575928,0.015627384185791016,5,"frozenset({(4, 0), (3, 4), (2, 0), (3, 0), (1, 0)})",20.58988682059826
5,0.6,0.5,0.5,0.4,0.5,0.4444,3.0,9.0,cancer,2145,5,12.333260297775269,0.9163656234741211,True,original,refined_indep_facts,0.7271535396575928,0.010509967803955078,5,"frozenset({(4, 0), (3, 4), (2, 0), (3, 0), (1, 0)})",2.0952082813378925
6,0.6667,0.5,0.6667,0.3333,0.5,0.4,4.0,8.0,cancer,2145,5,12.333260297775269,0.9163656234741211,True,original,arrows_sum,0.7271535396575928,0.006220102310180664,6,"frozenset({(4, 0), (3, 4), (2, 0), (1, 4), (3, 0), (1, 0)})",3.05771051785504
5,0.6,0.5,0.5,0.4,0.5,0.4444,3.0,9.0,cancer,2145,5,12.333260297775269,0.9163656234741211,True,original,arrows_mean,0.7271535396575928,0.006385087966918945,5,"frozenset({(4, 0), (3, 4), (2, 0), (3, 0), (1, 0)})",0.5106186165244434
2,1.0,0.0,0.3333,0.0,0.0,,4.0,15.0,cancer,2145,5,12.333260297775269,0.9163656234741211,True,refined_indep_facts,original,0.02258753776550293,0.02903890609741211,2,"frozenset({(4, 0), (0, 3)})",9.356387672056687
2,1.0,0.0,0.3333,0.0,0.0,,4.0,15.0,cancer,2145,5,12.333260297775269,0.9163656234741211,True,refined_indep_facts,refined_indep_facts,0.02258753776550293,0.02095317840576172,2,"frozenset({(4, 0), (0, 3)})",4.241278362034791
2,1.0,0.0,0.3333,0.0,0.0,,4.0,15.0,cancer,2145,5,12.333260297775269,0.9163656234741211,True,refined_indep_facts,arrows_sum,0.02258753776550293,0.012789487838745117,2,"frozenset({(4, 0), (0, 3)})",1.0
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,2145,5,12.333260297775269,0.9163656234741211,True,refined_indep_facts,arrows_mean,0.02258753776550293,0.012759685516357422,1,"frozenset({(2, 0)})",0.5121117462493241
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,150,5,12.333260297775269,0.9097690582275391,True,original,original,0.7202470302581787,0.052802085876464844,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",21.040892555850142
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,150,5,12.333260297775269,0.9097690582275391,True,original,refined_indep_facts,0.7202470302581787,0.03523111343383789,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",2.197316445114469
6,0.6667,0.5,0.6667,0.3333,0.5,0.4,4.0,18.0,cancer,150,5,12.333260297775269,0.9097690582275391,True,original,arrows_sum,0.7202470302581787,0.020425081253051758,6,"frozenset({(4, 0), (2, 0), (4, 2), (3, 0), (1, 0), (1, 3)})",3.0710143608864753
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,150,5,12.333260297775269,0.9097690582275391,True,original,arrows_mean,0.7202470302581787,0.02057051658630371,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",0.5164721649731069
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,150,5,12.333260297775269,0.9097690582275391,True,refined_indep_facts,original,0.022709369659423828,0.021274566650390625,1,"frozenset({(3, 0)})",-3.089212732520279
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,150,5,12.333260297775269,0.9097690582275391,True,refined_indep_facts,refined_indep_facts,0.022709369659423828,0.015497922897338867,1,"frozenset({(3, 0)})",4.170537800824347
1,1.0,0.0,0.1667,0.0,0.0,,4.0,11.0,cancer,150,5,12.333260297775269,0.9097690582275391,True,refined_indep_facts,arrows_sum,0.022709369659423828,0.009952545166015625,1,"frozenset({(4, 0)})",0.5164735347199441
1,1.0,0.0,0.1667,0.0,0.0,,4.0,11.0,cancer,150,5,12.333260297775269,0.9097690582275391,True,refined_indep_facts,arrows_mean,0.022709369659423828,0.010000944137573242,1,"frozenset({(4, 0)})",0.5164735347199441
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,8823,5,12.333260297775269,0.9103920459747314,True,original,original,0.7587285041809082,0.36904025077819824,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",20.414986354565528
4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,cancer,8823,5,12.333260297775269,0.9103920459747314,True,original,refined_indep_facts,0.7587285041809082,0.26099324226379395,4,"frozenset({(1, 0), (2, 0), (3, 0), (0, 4)})",2.162769256378993
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,11.0,cancer,8823,5,12.333260297775269,0.9103920459747314,True,original,arrows_sum,0.7587285041809082,0.14940786361694336,8,"frozenset({(2, 4), (4, 0), (1, 2), (3, 4), (2, 0), (1, 4), (3, 0), (1, 0)})",4.069743307278371
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,8823,5,12.333260297775269,0.9103920459747314,True,original,arrows_mean,0.7587285041809082,0.14885616302490234,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",0.516408067334954
