dataset,model,seed,elapsed,nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid_low,sid_high
sachs,MPC,2778,0.051518917083740234,13,0.2308,0.5882,0.0789,0.0769,0.0588,0.0667,10.0,29.0,62.0
sachs,MPC,2804,0.052093505859375,14,0.1429,0.7059,0.0526,0.0714,0.0588,0.0645,7.0,27.0,62.0
sachs,MPC,2145,0.0549311637878418,13,0.1538,0.6471,0.0526,0.0769,0.0588,0.0667,8.0,27.0,62.0
sachs,MPC,150,0.05438566207885742,13,0.2308,0.5882,0.0789,0.0769,0.0588,0.0667,10.0,30.0,62.0
sachs,MPC,8823,0.051093339920043945,13,0.1538,0.6471,0.0526,0.0769,0.0588,0.0667,8.0,27.0,62.0
sachs,MPC,4669,0.050435781478881836,14,0.1429,0.7059,0.0526,0.0714,0.0588,0.0645,7.0,25.0,62.0
sachs,MPC,6131,0.05197763442993164,13,0.1538,0.6471,0.0526,0.0769,0.0588,0.0667,8.0,30.0,62.0
sachs,MPC,2617,0.05288887023925781,13,0.1538,0.6471,0.0526,0.0769,0.0588,0.0667,8.0,29.0,62.0
sachs,MPC,7166,0.03748035430908203,11,0.0909,0.5882,0.0263,0.0909,0.0588,0.0714,8.0,32.0,62.0
sachs,MPC,1428,0.05494070053100586,13,0.2308,0.5882,0.0789,0.0769,0.0588,0.0667,10.0,29.0,62.0
sachs,MPC,8328,0.058199405670166016,14,0.2143,0.6471,0.0789,0.0714,0.0588,0.0645,9.0,26.0,62.0
sachs,MPC,8289,0.05039668083190918,12,0.1667,0.5882,0.0526,0.0833,0.0588,0.069,9.0,31.0,62.0
sachs,MPC,5978,0.05202674865722656,12,0.0833,0.6471,0.0263,0.0833,0.0588,0.069,7.0,31.0,62.0
sachs,MPC,5511,0.0581212043762207,13,0.1538,0.6471,0.0526,0.0769,0.0588,0.0667,8.0,29.0,62.0
sachs,MPC,5864,0.05262947082519531,13,0.1538,0.6471,0.0526,0.0769,0.0588,0.0667,8.0,30.0,62.0
sachs,MPC,606,0.05541229248046875,14,0.2143,0.6471,0.0789,0.0714,0.0588,0.0645,9.0,28.0,62.0
sachs,MPC,1933,0.05290961265563965,12,0.0833,0.6471,0.0263,0.0833,0.0588,0.069,7.0,31.0,62.0
sachs,MPC,6071,0.05196237564086914,13,0.2308,0.5882,0.0789,0.0769,0.0588,0.0667,10.0,29.0,62.0
sachs,MPC,5504,0.06128430366516113,14,0.2143,0.6471,0.0789,0.0714,0.0588,0.0645,9.0,28.0,62.0
sachs,MPC,5163,0.06224679946899414,14,0.2143,0.6471,0.0789,0.0714,0.0588,0.0645,9.0,28.0,62.0
sachs,MPC,2406,0.059514522552490234,15,0.2,0.7059,0.0789,0.0667,0.0588,0.0625,8.0,24.0,62.0
sachs,MPC,304,0.05443406105041504,12,0.1667,0.5882,0.0526,0.0833,0.0588,0.069,9.0,28.0,62.0
sachs,MPC,3391,0.03908801078796387,12,0.1667,0.5882,0.0526,0.0833,0.0588,0.069,9.0,31.0,62.0
sachs,MPC,359,0.06382393836975098,13,0.2308,0.5882,0.0789,0.0769,0.0588,0.0667,10.0,27.0,62.0
sachs,MPC,9096,0.0471954345703125,12,0.0833,0.6471,0.0263,0.0833,0.0588,0.069,7.0,31.0,62.0
sachs,MPC,3533,0.061400413513183594,14,0.2143,0.6471,0.0789,0.0714,0.0588,0.0645,9.0,26.0,62.0
sachs,MPC,4125,0.057127952575683594,13,0.1538,0.6471,0.0526,0.0769,0.0588,0.0667,8.0,29.0,62.0
sachs,MPC,3094,0.04477882385253906,12,0.0833,0.6471,0.0263,0.0833,0.0588,0.069,7.0,27.0,62.0
sachs,MPC,6398,0.04912424087524414,13,0.1538,0.6471,0.0526,0.0769,0.0588,0.0667,8.0,26.0,62.0
sachs,NOTEARS-MLP,7816,38.37790560722351,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,3578,43.149375677108765,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,2656,39.48287606239319,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,2688,36.194037199020386,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,2494,35.23097324371338,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,183,45.88084316253662,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,7977,40.1156370639801,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,3199,38.380829095840454,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,316,40.87917923927307,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,8266,45.252376079559326,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,1532,36.8135187625885,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,1009,46.160447120666504,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,2250,40.13347554206848,8,0.125,0.4118,0.0263,0.125,0.0588,0.08,11.0,39.0,60.0
sachs,NOTEARS-MLP,4447,38.16099452972412,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,2415,39.92477297782898,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,3595,42.30739068984985,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,4187,34.648940563201904,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,4135,40.37532305717468,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,5174,35.26046824455261,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,5303,36.98866939544678,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,3942,43.357593297958374,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,2778,38.6012122631073,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,2804,39.48117923736572,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,2145,45.49284529685974,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,150,40.78185772895813,8,0.0,0.4706,0.0,0.0,0.0,,9.0,34.0,60.0
sachs,NOTEARS-MLP,8823,36.803088665008545,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,4669,34.193735122680664,8,0.125,0.4118,0.0263,0.125,0.0588,0.08,11.0,39.0,59.0
sachs,NOTEARS-MLP,6131,44.79139995574951,8,0.125,0.4118,0.0263,0.125,0.0588,0.08,11.0,39.0,59.0
sachs,NOTEARS-MLP,2617,38.66085767745972,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,7166,38.89164352416992,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,1428,40.45352029800415,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,8328,39.40597414970398,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,8289,37.53304195404053,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,5978,44.01162505149841,8,0.125,0.4118,0.0263,0.125,0.0588,0.08,11.0,39.0,59.0
sachs,NOTEARS-MLP,5511,44.01341128349304,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,5864,37.99651837348938,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,606,36.17234206199646,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,1933,36.88221836090088,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,6071,42.135193824768066,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,5504,38.868844509124756,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,5163,40.05714249610901,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,2406,44.179936170578,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,304,38.601356983184814,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,3391,41.16325092315674,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,359,49.083746671676636,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,9096,42.46634364128113,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,3533,44.46487331390381,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,4125,39.84608793258667,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,3094,43.979705572128296,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
sachs,NOTEARS-MLP,6398,37.18882369995117,7,0.0,0.4118,0.0,0.0,0.0,,10.0,40.0,60.0
child,Random,7816,0.00026798248291015625,25,0.92,0.08,0.1394,0.08,0.08,0.08,44.0,287.0,331.0
child,Random,3578,0.000308990478515625,25,0.92,0.08,0.1394,0.08,0.08,0.08,45.0,289.0,310.0
child,Random,2656,0.0002582073211669922,25,0.96,0.04,0.1455,0.04,0.04,0.04,47.0,345.0,346.0
child,Random,2688,0.00025534629821777344,25,0.84,0.16,0.1273,0.16,0.16,0.16,42.0,288.0,338.0
child,Random,2494,0.0002605915069580078,25,1.0,0.0,0.1515,0.0,0.0,,49.0,301.0,323.0
child,Random,183,0.00031495094299316406,25,0.92,0.08,0.1394,0.08,0.08,0.08,47.0,270.0,313.0
child,Random,7977,0.0002574920654296875,25,0.88,0.12,0.1333,0.12,0.12,0.12,46.0,273.0,320.0
child,Random,3199,0.000255584716796875,25,0.88,0.12,0.1333,0.08,0.08,0.08,46.0,309.0,332.0
child,Random,316,0.0002727508544921875,25,0.92,0.08,0.1394,0.08,0.08,0.08,46.0,307.0,309.0
child,Random,8266,0.00030040740966796875,25,0.88,0.12,0.1333,0.08,0.08,0.08,44.0,283.0,351.0
child,Random,1532,0.0002636909484863281,25,0.92,0.08,0.1394,0.08,0.08,0.08,46.0,280.0,309.0
child,Random,1009,0.00025725364685058594,25,0.96,0.04,0.1455,0.04,0.04,0.04,48.0,308.0,341.0
child,Random,2250,0.0002589225769042969,25,0.88,0.12,0.1333,0.08,0.08,0.08,45.0,249.0,333.0
child,Random,4447,0.00026297569274902344,25,0.92,0.08,0.1394,0.08,0.08,0.08,45.0,290.0,327.0
child,Random,2415,0.0002751350402832031,25,1.0,0.0,0.1515,0.0,0.0,,46.0,312.0,333.0
child,Random,3595,0.0002582073211669922,25,0.96,0.04,0.1455,0.0,0.0,,46.0,295.0,336.0
child,Random,4187,0.00026607513427734375,25,0.92,0.08,0.1394,0.08,0.08,0.08,45.0,307.0,312.0
child,Random,4135,0.0003082752227783203,25,0.88,0.12,0.1333,0.12,0.12,0.12,45.0,306.0,307.0
child,Random,5174,0.0002968311309814453,25,0.96,0.04,0.1455,0.04,0.04,0.04,48.0,292.0,335.0
child,Random,5303,0.0002551078796386719,25,0.76,0.24,0.1152,0.2,0.2,0.2,39.0,258.0,289.0
child,Random,3942,0.00025773048400878906,25,1.0,0.0,0.1515,0.0,0.0,,49.0,284.0,306.0
child,Random,2778,0.0002899169921875,25,0.92,0.08,0.1394,0.08,0.08,0.08,47.0,282.0,303.0
child,Random,2804,0.0002608299255371094,25,0.96,0.04,0.1455,0.04,0.04,0.04,49.0,273.0,294.0
child,Random,2145,0.0002627372741699219,25,0.96,0.04,0.1455,0.04,0.04,0.04,49.0,312.0,333.0
child,Random,150,0.00025534629821777344,25,0.88,0.12,0.1333,0.08,0.08,0.08,46.0,277.0,327.0
child,Random,8823,0.0002543926239013672,25,0.96,0.04,0.1455,0.04,0.04,0.04,46.0,298.0,298.0
child,Random,4669,0.00026106834411621094,25,0.84,0.16,0.1273,0.16,0.16,0.16,41.0,268.0,289.0
child,Random,6131,0.0002567768096923828,25,0.92,0.08,0.1394,0.08,0.08,0.08,47.0,270.0,272.0
child,Random,2617,0.0002548694610595703,25,0.92,0.08,0.1394,0.08,0.08,0.08,47.0,290.0,316.0
child,Random,7166,0.00026035308837890625,25,0.88,0.12,0.1333,0.12,0.12,0.12,44.0,299.0,320.0
child,Random,1428,0.0002703666687011719,25,0.84,0.16,0.1273,0.16,0.16,0.16,45.0,265.0,269.0
child,Random,8328,0.00028705596923828125,25,0.88,0.12,0.1333,0.08,0.08,0.08,45.0,326.0,330.0
child,Random,8289,0.000263214111328125,25,0.88,0.12,0.1333,0.04,0.04,0.04,45.0,286.0,352.0
child,Random,5978,0.00030612945556640625,25,0.96,0.04,0.1455,0.04,0.04,0.04,49.0,318.0,319.0
child,Random,5511,0.0002899169921875,25,0.96,0.04,0.1455,0.04,0.04,0.04,46.0,308.0,330.0
child,Random,5864,0.00030159950256347656,25,0.88,0.12,0.1333,0.08,0.08,0.08,45.0,281.0,304.0
child,Random,606,0.0002593994140625,25,0.96,0.04,0.1455,0.0,0.0,,47.0,290.0,315.0
child,Random,1933,0.0003161430358886719,25,0.88,0.12,0.1333,0.12,0.12,0.12,42.0,271.0,291.0
child,Random,6071,0.000263214111328125,25,0.88,0.12,0.1333,0.12,0.12,0.12,44.0,265.0,310.0
child,Random,5504,0.0002551078796386719,25,0.88,0.12,0.1333,0.12,0.12,0.12,44.0,299.0,341.0
child,Random,5163,0.0002536773681640625,25,0.96,0.04,0.1455,0.0,0.0,,49.0,302.0,344.0
child,Random,2406,0.00030159950256347656,25,0.92,0.08,0.1394,0.08,0.08,0.08,47.0,254.0,310.0
child,Random,304,0.00025963783264160156,25,0.96,0.04,0.1455,0.04,0.04,0.04,48.0,293.0,318.0
child,Random,3391,0.00026154518127441406,25,0.96,0.04,0.1455,0.04,0.04,0.04,48.0,287.0,306.0
child,Random,359,0.000263214111328125,25,1.0,0.0,0.1515,0.0,0.0,,49.0,295.0,351.0
child,Random,9096,0.0003018379211425781,25,0.88,0.12,0.1333,0.08,0.08,0.08,46.0,320.0,327.0
child,Random,3533,0.0002620220184326172,25,0.88,0.12,0.1333,0.08,0.08,0.08,44.0,249.0,313.0
child,Random,4125,0.00025844573974609375,25,0.92,0.08,0.1394,0.08,0.08,0.08,48.0,281.0,303.0
child,Random,3094,0.00026154518127441406,25,0.92,0.08,0.1394,0.08,0.08,0.08,48.0,292.0,328.0
child,Random,6398,0.00025963783264160156,25,0.84,0.16,0.1273,0.12,0.12,0.12,43.0,267.0,328.0
child,MPC,7816,0.5472016334533691,29,0.3448,0.76,0.0606,0.3793,0.44,0.4074,24.0,71.0,378.0
child,MPC,3578,0.5921041965484619,30,0.3333,0.8,0.0606,0.4,0.48,0.4364,23.0,57.0,380.0
child,MPC,2656,0.6499700546264648,31,0.3871,0.76,0.0727,0.3548,0.44,0.3929,26.0,68.0,378.0
child,MPC,2688,0.5976037979125977,31,0.3871,0.76,0.0727,0.3548,0.44,0.3929,26.0,68.0,378.0
child,MPC,2494,0.6014246940612793,30,0.3667,0.76,0.0667,0.3667,0.44,0.4,25.0,63.0,378.0
child,MPC,183,0.6440994739532471,31,0.3548,0.8,0.0667,0.3871,0.48,0.4286,24.0,56.0,380.0
child,MPC,7977,0.5282256603240967,29,0.3448,0.76,0.0606,0.3793,0.44,0.4074,24.0,70.0,378.0
child,MPC,3199,0.6765749454498291,32,0.4062,0.76,0.0788,0.3438,0.44,0.386,27.0,67.0,378.0
child,MPC,316,0.7091693878173828,32,0.375,0.8,0.0727,0.375,0.48,0.4211,25.0,51.0,380.0
child,MPC,8266,0.5373878479003906,28,0.3214,0.76,0.0545,0.3929,0.44,0.4151,23.0,74.0,378.0
child,MPC,1532,0.5662124156951904,29,0.3448,0.76,0.0606,0.3793,0.44,0.4074,24.0,68.0,378.0
child,MPC,1009,0.7248427867889404,33,0.4242,0.76,0.0848,0.3333,0.44,0.3793,28.0,68.0,378.0
child,MPC,2250,0.6382999420166016,31,0.3871,0.76,0.0727,0.3548,0.44,0.3929,26.0,67.0,378.0
child,MPC,4447,0.7092788219451904,33,0.4242,0.76,0.0848,0.3333,0.44,0.3793,28.0,67.0,378.0
child,MPC,2415,0.6539895534515381,32,0.4062,0.76,0.0788,0.3438,0.44,0.386,27.0,67.0,378.0
child,MPC,3595,0.7272887229919434,32,0.4062,0.76,0.0788,0.3438,0.44,0.386,27.0,67.0,378.0
child,MPC,4187,0.7763831615447998,32,0.375,0.8,0.0727,0.375,0.48,0.4211,25.0,52.0,380.0
child,MPC,4135,0.6337029933929443,32,0.375,0.8,0.0727,0.375,0.48,0.4211,25.0,55.0,380.0
child,MPC,5174,0.8928537368774414,34,0.4118,0.8,0.0848,0.3529,0.48,0.4068,27.0,56.0,380.0
child,MPC,5303,0.7942056655883789,34,0.4118,0.8,0.0848,0.3529,0.48,0.4068,27.0,53.0,380.0
child,MPC,3942,0.6841742992401123,31,0.3871,0.76,0.0727,0.3548,0.44,0.3929,26.0,71.0,378.0
child,MPC,2778,0.6033272743225098,29,0.3448,0.76,0.0606,0.3793,0.44,0.4074,24.0,71.0,378.0
child,MPC,2804,0.7276480197906494,33,0.3939,0.8,0.0788,0.3636,0.48,0.4138,26.0,53.0,380.0
child,MPC,2145,0.7033653259277344,31,0.3548,0.8,0.0667,0.3871,0.48,0.4286,24.0,54.0,380.0
child,MPC,150,0.44143033027648926,29,0.3448,0.76,0.0606,0.3793,0.44,0.4074,24.0,71.0,378.0
child,MPC,8823,0.6552102565765381,32,0.375,0.8,0.0727,0.375,0.48,0.4211,25.0,54.0,380.0
child,MPC,4669,0.6754655838012695,33,0.4242,0.76,0.0848,0.3333,0.44,0.3793,28.0,67.0,378.0
child,MPC,6131,0.6792306900024414,31,0.3871,0.76,0.0727,0.3548,0.44,0.3929,26.0,68.0,378.0
child,MPC,2617,0.631098747253418,32,0.4062,0.76,0.0788,0.3438,0.44,0.386,27.0,67.0,378.0
child,MPC,7166,0.6507167816162109,32,0.375,0.8,0.0727,0.375,0.48,0.4211,25.0,56.0,380.0
child,MPC,1428,0.588172197341919,29,0.3448,0.76,0.0606,0.3793,0.44,0.4074,24.0,69.0,378.0
child,MPC,8328,0.6898837089538574,33,0.4242,0.76,0.0848,0.3333,0.44,0.3793,28.0,67.0,378.0
child,MPC,8289,0.5838992595672607,30,0.3667,0.76,0.0667,0.3667,0.44,0.4,25.0,71.0,378.0
child,MPC,5978,0.5201356410980225,28,0.3214,0.76,0.0545,0.3929,0.44,0.4151,23.0,71.0,378.0
child,MPC,5511,0.6685431003570557,33,0.3939,0.8,0.0788,0.3636,0.48,0.4138,26.0,53.0,380.0
child,MPC,5864,0.5505127906799316,29,0.3448,0.76,0.0606,0.3793,0.44,0.4074,24.0,71.0,378.0
child,MPC,606,0.6375219821929932,31,0.3548,0.8,0.0667,0.3871,0.48,0.4286,24.0,54.0,380.0
child,MPC,1933,0.5671789646148682,30,0.3667,0.76,0.0667,0.3667,0.44,0.4,25.0,71.0,378.0
child,MPC,6071,0.7549090385437012,35,0.4286,0.8,0.0909,0.3429,0.48,0.4,28.0,53.0,380.0
child,MPC,5504,0.725064754486084,33,0.3939,0.8,0.0788,0.3636,0.48,0.4138,26.0,53.0,380.0
child,MPC,5163,0.7237222194671631,31,0.3548,0.8,0.0667,0.3871,0.48,0.4286,24.0,54.0,380.0
child,MPC,2406,0.7548909187316895,33,0.4242,0.76,0.0848,0.3333,0.44,0.3793,28.0,68.0,378.0
child,MPC,304,0.6137008666992188,30,0.3333,0.8,0.0606,0.4,0.48,0.4364,23.0,56.0,380.0
child,MPC,3391,0.6874475479125977,33,0.3939,0.8,0.0788,0.3636,0.48,0.4138,26.0,53.0,380.0
child,MPC,359,0.6353285312652588,31,0.3548,0.8,0.0667,0.3871,0.48,0.4286,24.0,53.0,380.0
child,MPC,9096,0.8109252452850342,30,0.3333,0.8,0.0606,0.4,0.48,0.4364,23.0,57.0,380.0
child,MPC,3533,0.6888308525085449,33,0.3939,0.8,0.0788,0.3636,0.48,0.4138,26.0,56.0,380.0
child,MPC,4125,0.5532016754150391,30,0.3667,0.76,0.0667,0.3667,0.44,0.4,25.0,70.0,378.0
child,MPC,3094,0.5907614231109619,32,0.4062,0.76,0.0788,0.3438,0.44,0.386,27.0,70.0,378.0
child,MPC,6398,0.5621840953826904,31,0.3548,0.8,0.0667,0.3871,0.48,0.4286,24.0,54.0,380.0
child,NOTEARS-MLP,7816,146.82596707344055,24,0.25,0.72,0.0364,0.5,0.48,0.4898,18.0,79.0,361.0
child,NOTEARS-MLP,3578,130.58391976356506,28,0.25,0.84,0.0424,0.5357,0.6,0.566,21.0,41.0,303.0
child,NOTEARS-MLP,2656,147.98859477043152,26,0.2692,0.76,0.0424,0.5,0.52,0.5098,22.0,73.0,316.0
child,NOTEARS-MLP,2688,147.03693890571594,25,0.2,0.8,0.0303,0.56,0.56,0.56,18.0,59.0,321.0
child,NOTEARS-MLP,2494,130.40203070640564,25,0.2,0.8,0.0303,0.6,0.6,0.6,15.0,59.0,322.0
child,NOTEARS-MLP,183,143.62045311927795,27,0.2222,0.84,0.0364,0.5556,0.6,0.5769,20.0,41.0,303.0
child,NOTEARS-MLP,7977,143.17721939086914,25,0.28,0.72,0.0424,0.48,0.48,0.48,22.0,84.0,306.0
child,NOTEARS-MLP,3199,131.4161138534546,26,0.3462,0.68,0.0545,0.4231,0.44,0.4314,22.0,94.0,343.0
child,NOTEARS-MLP,316,159.22597098350525,25,0.32,0.68,0.0485,0.44,0.44,0.44,20.0,94.0,337.0
child,NOTEARS-MLP,8266,136.1883668899536,24,0.2083,0.76,0.0303,0.5417,0.52,0.5306,21.0,79.0,322.0
child,NOTEARS-MLP,1532,144.58541083335876,27,0.2222,0.84,0.0364,0.5556,0.6,0.5769,20.0,41.0,303.0
child,NOTEARS-MLP,1009,149.48636174201965,26,0.1923,0.84,0.0303,0.5769,0.6,0.5882,19.0,44.0,303.0
child,NOTEARS-MLP,2250,130.41808676719666,24,0.2917,0.68,0.0424,0.5,0.48,0.4898,21.0,95.0,341.0
child,NOTEARS-MLP,4447,138.37422633171082,26,0.2308,0.8,0.0364,0.5385,0.56,0.549,21.0,61.0,316.0
child,NOTEARS-MLP,2415,187.6000952720642,25,0.2,0.8,0.0303,0.6,0.6,0.6,19.0,61.0,337.0
child,NOTEARS-MLP,3595,136.63055610656738,27,0.2222,0.84,0.0364,0.5556,0.6,0.5769,20.0,41.0,303.0
child,NOTEARS-MLP,4187,141.01645588874817,26,0.3077,0.72,0.0485,0.4615,0.48,0.4706,21.0,76.0,343.0
child,NOTEARS-MLP,4135,161.30957412719727,27,0.2222,0.84,0.0364,0.5556,0.6,0.5769,20.0,41.0,303.0
child,NOTEARS-MLP,5174,143.81235003471375,26,0.2308,0.8,0.0364,0.6154,0.64,0.6275,18.0,56.0,319.0
child,NOTEARS-MLP,5303,154.8878710269928,25,0.28,0.72,0.0424,0.52,0.52,0.52,19.0,78.0,322.0
child,NOTEARS-MLP,3942,167.25250601768494,25,0.2,0.8,0.0303,0.56,0.56,0.56,20.0,58.0,340.0
child,NOTEARS-MLP,2778,125.24615788459778,26,0.2308,0.8,0.0364,0.5385,0.56,0.549,20.0,59.0,303.0
child,NOTEARS-MLP,2804,147.12940192222595,27,0.2222,0.84,0.0364,0.5556,0.6,0.5769,20.0,41.0,303.0
child,NOTEARS-MLP,2145,136.74390935897827,26,0.2692,0.76,0.0424,0.5,0.52,0.5098,22.0,73.0,316.0
child,NOTEARS-MLP,150,174.17519760131836,26,0.2308,0.8,0.0364,0.5769,0.6,0.5882,21.0,61.0,319.0
child,NOTEARS-MLP,8823,150.43166851997375,27,0.2963,0.76,0.0485,0.5185,0.56,0.5385,23.0,72.0,321.0
child,NOTEARS-MLP,4669,168.5952980518341,26,0.2308,0.8,0.0364,0.5385,0.56,0.549,22.0,61.0,322.0
child,NOTEARS-MLP,6131,180.1672089099884,27,0.2222,0.84,0.0364,0.5556,0.6,0.5769,20.0,41.0,303.0
child,NOTEARS-MLP,2617,146.08182525634766,25,0.2,0.8,0.0303,0.56,0.56,0.56,21.0,61.0,322.0
child,NOTEARS-MLP,7166,129.34256434440613,28,0.25,0.84,0.0424,0.5357,0.6,0.566,22.0,41.0,317.0
child,NOTEARS-MLP,1428,154.8568036556244,26,0.1923,0.84,0.0303,0.5769,0.6,0.5882,19.0,44.0,303.0
child,NOTEARS-MLP,8328,145.53623008728027,27,0.2222,0.84,0.0364,0.6296,0.68,0.6538,18.0,41.0,319.0
child,NOTEARS-MLP,8289,122.6637225151062,27,0.2222,0.84,0.0364,0.5556,0.6,0.5769,20.0,41.0,303.0
child,NOTEARS-MLP,5978,152.38343596458435,27,0.2222,0.84,0.0364,0.5556,0.6,0.5769,20.0,41.0,303.0
child,NOTEARS-MLP,5511,134.7327778339386,26,0.3077,0.72,0.0485,0.4615,0.48,0.4706,19.0,77.0,324.0
child,NOTEARS-MLP,5864,132.6285960674286,25,0.2,0.8,0.0303,0.56,0.56,0.56,19.0,62.0,303.0
child,NOTEARS-MLP,606,170.4695041179657,26,0.2692,0.76,0.0424,0.5,0.52,0.5098,18.0,62.0,324.0
child,NOTEARS-MLP,1933,147.5700979232788,26,0.1923,0.84,0.0303,0.5769,0.6,0.5882,19.0,44.0,303.0
child,NOTEARS-MLP,6071,136.30114150047302,27,0.2593,0.8,0.0424,0.5185,0.56,0.5385,22.0,56.0,317.0
child,NOTEARS-MLP,5504,174.28566098213196,26,0.1923,0.84,0.0303,0.5769,0.6,0.5882,19.0,44.0,303.0
child,NOTEARS-MLP,5163,138.12503695487976,26,0.1923,0.84,0.0303,0.5769,0.6,0.5882,18.0,41.0,321.0
child,NOTEARS-MLP,2406,144.00298643112183,27,0.2593,0.8,0.0424,0.5185,0.56,0.5385,21.0,59.0,303.0
child,NOTEARS-MLP,304,133.59613466262817,27,0.2593,0.8,0.0424,0.5185,0.56,0.5385,22.0,58.0,316.0
child,NOTEARS-MLP,3391,168.40928053855896,26,0.1923,0.84,0.0303,0.5769,0.6,0.5882,15.0,44.0,306.0
child,NOTEARS-MLP,359,147.68887400627136,26,0.2308,0.8,0.0364,0.5385,0.56,0.549,20.0,59.0,303.0
child,NOTEARS-MLP,9096,148.23752760887146,26,0.2308,0.8,0.0364,0.5385,0.56,0.549,22.0,58.0,322.0
child,NOTEARS-MLP,3533,145.72925806045532,26,0.1923,0.84,0.0303,0.5769,0.6,0.5882,18.0,41.0,321.0
child,NOTEARS-MLP,4125,166.10469770431519,25,0.2,0.8,0.0303,0.56,0.56,0.56,21.0,61.0,322.0
child,NOTEARS-MLP,3094,157.31917476654053,27,0.2222,0.84,0.0364,0.5556,0.6,0.5769,20.0,41.0,303.0
